Recipe Title;Energy;Carbs;Protein;Fat;Time;Filters;Preparation;Photo
Lasagnette met aubergine-tomatensaus & ricotta;640 kcal ;82 gram;22 gram;22 gram;30 min;['zonder vlees/vis', 'italiaans', 'pasta', 'hoofdgerecht', 'wat eten we vandaag', 'koken', '5 ingrediënten'];['Snijd de aubergines in blokjes van 1 cm. Verhit de olie in een hapjespan en bak de aubergine op middelhoog tot hoog vuur in 10 min. goudbruin. Voeg de passata toe, breng aan de kook, zet het vuur laag en verwarm nog 2 min. Breng de saus op smaak met peper en zout.', 'Snijd ondertussen de lasagnebladen in de lengte in 4 linten (lasagnette). Kook deze als de saus bijna klaar is in een grote pan met ruim water en zout in 4 min. gaar. Giet af, meng meteen met de saus en verdeel over de borden. Verdeel de kappertjes en de ricotta over de lasagnette.'];https://static.ah.nl/static/recepten/img_113549_1224x900_JPG.jpg
Thaise groene curry met kabeljauw en doperwten;635 kcal ;67 gram;31 gram;25 gram;35 min;['glutenvrij', 'lactosevrij', 'zonder vlees', 'aziatisch', 'thais', 'curry', 'hoofdgerecht', 'wat eten we vandaag', 'roerbakken/wokken'];['Kook de rijst volgens de aanwijzingen op de verpakking. Snijd ondertussen de stengels en het groen van de paksoi in dunne reepjes en snijd de kabeljauw in stukken van 2 cm.', 'Verhit de olie in een wok en fruit de curry kruidenpasta 2 min. Voeg de kokosmelk toe en laat 5 min. zachtjes koken.', 'Boen ondertussen de limoen schoon, rasp de groene schil en pers de vrucht uit. Snijd de koriander grof.', ' Voeg het wit van de paksoi toe en verwarm 1 min. mee. Voeg het groen van de paksoi en de tuinerwten toe en schep om.  Doe de kabeljauw erbij en laat nog 3 min. koken. Schep nu niet meer om. Breng de curry op smaak met het limoenrasp en -sap, peper en eventueel zout. Serveer met de rijst en strooi de koriander erover.'];https://static.ah.nl/static/recepten/img_113565_1224x900_JPG.jpg
Nasi met ham, ei en pittige paksoi;485 kcal ;54 gram;24 gram;18 gram;25 min;['lactosevrij', 'vooraf te maken', 'indonesisch', 'aziatisch', 'rijst', 'hoofdgerecht', 'roerbakken/wokken'];['Kook de rijst volgens de aanwijzingen op de verpakking en laat helemaal akoelen. Dit kan ook een dag van tevoren.', ' Schil de gember en rasp fijn. Snijd de peper en de knoflook fijn. Snijd de ham in piepkleine stukjes. Klop de eieren los. Snijd de paksoi in repen van 2 cm.', 'Verhit ⅓ van de sesamolie en ½ van de zonnebloemolie in een wok. Fruit hierin op laag vuur de gember, de helft van de peper en knoflook 3 min. Voeg het ei toe en laat al roerend stollen. Voeg in gedeelten de afgekoelde rijst toe. (Afgekoelde, drogere rijst bakt beter en geeft een lekkerder resultaat.) Ga door tot alle rijst warm is. Voeg de ham toe en warm 2 min. mee. Doe alles over in een schaal en houd warm onder folie. Maak de wok schoon.', 'Verhit de rest van de sesamolie en zonnebloemolie in de wok. Voeg de rest van de peper en de paksoi toe en roerbak 2 min. Serveer bij de nasi. '];https://static.ah.nl/static/recepten/img_113552_1224x900_JPG.jpg
Traybake met zalm en vadouvan;475 kcal ;50 gram;18 gram;21 gram;15 min;['gezond', 'glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht', 'wat eten we vandaag'];['Verwarm de oven voor op 220 °C. Schil de aardappelen en snijd in parten van ca. 1 cm dik. Schil de winterpeen met een dunschiller en snijd in plakken van ca. een ½ cm. Snijd de uien in parten en de courgette in plakken van ca. 1 cm. Halveer de paprika in de lengte, verwijder de steelaanzet en zaadlijsten en snijd het vruchtvlees in repen.', ' Meng de aardappelen met de groente, vadouvan, olie, peper en eventueel zout. Verdeel over een met bakpapier beklede bakplaat en bak in ca. 30 min. in de oven gaar. Schep halverwege om.', 'Leg de laatste 8 min. de zalm erbij en bak gaar. Verdeel de aardappel en groente over 4 borden en verdeel de zalm in stukken erover.'];https://static.ah.nl/static/recepten/img_RAM_PRD158021_1224x900_JPG.jpg
Geroosterde aardappelen;310 kcal ;38 gram;4 gram;15 gram;15 min;['glutenvrij', 'vegetarisch', 'oven', 'hollands', 'bijgerecht'];['Verwarm de oven voor op 200 °C . Schil de aardappelen, snijd ze in vieren en kook ze 8 min. in water met eventueel zout.', 'Smelt de boter in een pannetje.', 'Giet de aardappelkwarten af in een vergiet en schud goed, zodat de buitenkant kruimig wordt. Meng de aardappelen met de boter.', 'Leg de aardappelen op een met bak papier beklede bakplaat, bestrooi met zout naar smaak en rooster 40-45 min. in het midden van de oven goudbruin. '];https://static.ah.nl/static/recepten/img_113580_1224x900_JPG.jpg
Geroosterde bieten met geroosterde ricotta;310 kcal ;14 gram;8 gram;23 gram;20 min;['glutenvrij', 'zonder vlees/vis', 'oven', 'salade', 'bijgerecht', 'herfst', 'winter'];['Verwarm de oven voor op 200 °C. Schil de bietjes en snijd ze in partjes van ca. 1 cm. Meng met ¼ van de olie, versgemalen peper en eventueel zout.', 'Stort de ricotta ondersteboven op een met bakpapier beklede bakplaat. Verdeel de bietjes over de bakplaat en rooster ca. 30 min. in de oven.', 'Snijd de bieslook heel f\x8fijn. Boen de citroen schoon en rasp de gele schil. Meng de bieslook en het citroenrasp met de rest van de olie en breng op smaak met versgemalen peper en eventueel zout.', ' Verdeel de bietjes over een platte schaal. Neem de blaadjes van de takjes basilicum.  Besprenkel de bietjes met de bieslookolie en verdeel de ricotta en de basilicumblaadjes erover.'];https://static.ah.nl/static/recepten/img_113536_1224x900_JPG.jpg
Couscous met feta en geroosterde groenten;605 kcal ;63 gram;19 gram;29 gram;20 min;['zonder vlees/vis', 'oven', 'couscous', 'hoofdgerecht', 'barbecue', 'picknick', 'biologisch'];['Verwarm de oven voor op 200 °C. Schil de pompoen en halveer. Verwijder de zaden en snijd het vruchtvlees in blokjes van 2 cm. Snijd de courgette in de lengte in kwarten en de kwarten in stukken van 5 cm. Halveer de paprika, verwijder de zaadlijsten en snijd het vruchtvlees in repen. Meng de groenten met 2 el olie (per 4 pers.), peper en eventueel zout. Verdeel over een met bakpapier beklede bakplaat. Rooster in ca. 25 min. goudbruin en gaar. Schep halverwege om.', 'Breng ondertussen het water met de bouillontablet aan de kook. Laat volledig oplossen. Haal van het vuur af en voeg de couscous en de rest van de olie toe. Dek af en laat 5 min. staan. Roer met een vork de couscous los.', 'Verdeel de couscous over een grote schaal. Verkruimel de feta en verdeel met de geroosterde groenten over de couscous.'];https://static.ah.nl/static/recepten/img_113525_1224x900_JPG.jpg
Geroosterde 'pekingkip' met hoisinsaus;600 kcal ;22 gram;44 gram;37 gram;25 min;['lactosevrij', 'oven', 'aziatisch', 'hoofdgerecht', 'kerst', 'herfst', 'winter', 'shared dining', 'kerstdiner'];['Verwarm de oven voor op 180 °C. Boen de sinaasappel schoon en rasp de oranje schil, pers de knoflook en rasp de gember. Meng het sinaasappelrasp, de knoflook, sojasaus, ⅔ van de rijstazijn, honing en vijfkruidenpoeder tot een gladde marinade.', 'Dep de kip droog met keukenpapier. Bestrijk de kip met behulp van een kwastje met de marinade. Leg de kip met de borst naar beneden op een met bakpapier beklede bakplaat. Draai na 45 min. om en rooster nog 15 min.  De kip is gaar als je tussen de poot en het lijf prikt en er helder vocht uit komt.', 'Snijd de bosuitjes in dunne ringetjes. Haal de bladeren van de krop sla los. Snijd de komkommers in dunne plakjes en meng met de rest van de rijstazijn.', 'Serveer de kip met de ijsbergsla, die je als wraps gebruikt, de bosui, komkommer en de hoisinsaus. Trek telkens wat kip van het bot en vul een slablad met kip, komkommer en een schepje hoisinsaus. Bestrooi met bosui en vouw dicht.'];https://static.ah.nl/static/recepten/img_113538_1224x900_JPG.jpg
Pittige plaattaart met worst & mozzarella;600 kcal ;34 gram;24 gram;40 gram;15 min;['oven', 'italiaans', 'gebak', 'hoofdgerecht', 'wat eten we vandaag'];['Verwarm de oven voor op 200 ºC.', 'Snijd de oregano f\x84ijn. Verwijder het vel van de worst. Verhit de olie in een hapjespan en bak het vlees met de chilipeper en de helft van de oregano op middelhoog vuur in 3 min. goudbruin.  Duw het vlees tijdens het bakken met een houten lepel in kleine stukjes. Voeg de polpa toe, breng aan de kook en laat 5 min. stoven op middelhoog vuur.', 'Halveer ondertussen de paprika’s in de lengte, verwijder de steelaanzet en zaadlijsten en snijd het vruchtvlees in halve ringen. Snijd de ui in halve ringen.', 'Rol het bladerdeeg uit op het bijbehorende bakpapier en leg met het bakpapier op een bakplaat. Snijd in een stuk per persoon en rol de randen een klein stukje op. Verdeel het vlees, de paprika en ui erover. Scheur de mozzarella in stukken en verdeel erover. Bak de plaattaart ca. 20 min. onder het midden in de oven. Neem uit de oven, bestrooi met de rest van de oregano en serveer.'];https://static.ah.nl/static/recepten/img_113554_1224x900_JPG.jpg
Zweedse vegaballetjes met aardappel & broccoli;770 kcal ;76 gram;38 gram;31 gram;35 min;['vegetarisch', 'hoofdgerecht', 'wat eten we vandaag', 'bakken'];['Verwarm de oven voor op 200 °C. Boen de aardappelen schoon en snijd in dunne partjes. Schep om met de olie, peper en eventueel zout. Verdeel over een met bakpapier beklede bakplaat en rooster ca. 30 min. in het midden van de oven. Schep halverwege om.', 'Snijd ondertussen de dille fijn. Meng de rulstukjes met het ei, ¼ van de mosterd, de fijngesneden dille, panko, peper en eventueel zout. Vorm er met vochtige handen 28 gelijke balletjes van.', 'Verdeel de balletjes over een tweede met bakpapier beklede bakplaat en bak de laatste 20 min. bij de aardappelen mee in de oven. Wissel halverwege.', 'Verwijder ondertussen de steelaanzet van de snijbonen en snijd de bonen in schuine stukken van 2 cm. Kook de snijbonen in een grote pan in 6 min. beetgaar. Snijd de broccoli in roosjes. Schil de steel en snijd in stukjes van 1 cm. Kook de broccoli de laatste 3 min. met de snijbonen mee.', 'Verkruimel ondertussen de bouillontablet in een kom en voeg het kokend water toe. Roer los. Smelt de boter in een hapjespan en voeg de bloem toe. Bak al roerend 1 min. mee. Voeg de rest van de mosterd, de kookzuivel en bouillon toe en breng aan de kook. Laat 5 min. op laag vuur inkoken. Roer regelmatig. Breng op smaak met peper.', 'Verdeel de vegetarische balletjes met de roomsaus samen met de aardappelparten en groente over de borden.'];https://static.ah.nl/static/recepten/img_115511_1224x900_JPG.jpg
Plaattaart met pompoen, spruiten, salie en romige gorgonzola;435 kcal ;45 gram;13 gram;21 gram;10 min;['zonder vlees/vis', 'oven', 'hoofdgerecht', 'wat eten we vandaag'];['Verwarm de oven voor op 200 °C.', 'Snijd de salieblaadjes fijn en meng met de groente.', 'Rol het flammkuchendeeg uit op het bakpapier en leg op een bakplaat. Bestrijk met de groente-tomatenpuree en verdeel de groenten erover. Snijd de gormas in blokjes en verdeel erover.', 'Bak de plaattaart ca. 20 min. onder het midden van de oven.  Snijd ondertussen de appel in kwarten, verwijder het klokhuis en snijd het vruchtvlees in dunne reepjes (julienne).  Verdeel de appel over de plaattaart en snijd de taart in stukken.'];https://static.ah.nl/static/recepten/img_115516_1224x900_JPG.jpg
Tempura van herfstgroenten;315 kcal ;33 gram;8 gram;16 gram;25 min;['vegetarisch', 'aziatisch', 'japans', 'borrelhapje', 'bijgerecht', 'borrel', 'herfst', 'frituren'];['Schil het stuk pompoen en verwijder de pitten en draderige binnenkant. Snijd de pompoen in dunne plakken van een ½ cm. Snijd de ui in ringen van een ½ cm. Haal de ringen uit elkaar. Scheur de oesterzwammen in reepjes.', 'Verhit de olie in een wok tot 180 °C.  Splits ondertussen de eieren en doe de dooiers in een kom. De eiwitten worden niet gebruikt. Doe de ijsblokjes in een schone theedoek en sla met een pan tot kleine stukjes. Doe de ijsstukjes bij de dooiers. Voeg het ijskoude water toe en klop met een garde door elkaar. Zeef de maizena en bloem erboven en voeg het zout toe. Klop heel kort met een vork tot een beslag. Er mogen nog klontjes in zitten.', 'Controleer of de olie heet genoeg is, door er een druppel beslag aan toe te voegen. Als het meteen begint te bruisen, dan is de olie heet genoeg.', 'Haal een kleine portie groenten door het beslag en laat vervolgens voorzichtig in de olie zakken.  Frituur in ca. 2 min. goudbruin en neem met een schuimspaan uit de olie. Herhaal tot alle groenten op zijn. Laat uitlekken op keukenpapier en serveer zo snel mogelijk.'];https://static.ah.nl/static/recepten/img_113563_1224x900_JPG.jpg
Filodeegloempia's uit de heteluchtfriteuse;175 kcal ;24 gram;3 gram;7 gram;25 min;['vegetarisch', 'lactosevrij', 'aziatisch', 'borrelhapje', 'bijgerecht', 'borrel', 'frituren', 'in te vriezen', 'airfryer'];['Bereid de mihoen volgens de aanwijzingen op de verpakking. Breng het water aan de kook. Doe de peen julienne, prei en spitskool in een grote zeef of vergiet en schenk het kokende water er rustig overheen. Laat de groenten uitlekken en duw het vocht er met de bolle kant van een lepel zo veel mogelijk uit. Doe in een kom en meng er de mihoen, sojasaus en sambal doorheen.', ' Neem de helft van de vellen filodeeg uit de verpakking. Neem 1 vel en bestrijk met behulp van de bakkwast met zonnebloemolie. Neem een tiende van het groentemengsel en leg in een langwerpige streep van 10 x 2 cm onder aan het vel deeg.  Rol het deeg een stukje op, vouw de zijkanten naar binnen en rol verder op. Neem het mandje uit de heteluchtfriteuse en leg de loempia erin. Maak zo nog 4 loempia’s.', ' Verwarm de heteluchtfriteuse voor op 180 °C. Zet het mandje met loempia’s erin en bak ze in 10 min. goudbruin en knapperig. Maak zo nog een portie van loempia’s. Serveer met de zoete chilisaus.'];https://static.ah.nl/static/recepten/img_113530_1224x900_JPG.jpg
Gebakken karamelpeertjes met crème fraîche;195 kcal ;21 gram;11 gram;2 gram;15 min;['glutenvrij', 'frans', 'nagerecht', 'kerst', 'valentijn', 'herfst', 'winter', 'bakken', 'kerstdesserts'];['Halveer het vanillestokje en schraap het merg eruit. Meng het merg met de crème fraîche en houd het stokje apart.', 'Schil de peren, halveer ze en verwijder het klokhuis met een lepel (of met een meloenbolletjestang als je die hebt).', ' Verhit de boter in een koekenpan met antiaanbaklaag en voeg de peren toe als de boter net gesmolten is.  Bak de peren 6-8 min. op middelhoog vuur. Keer regelmatig.', ' Leg ze dan met de snijkant naar beneden in de pan en voeg de suiker en het vanillestokje toe.  Laat de suiker op middelhoog vuur karamelliseren tot de kleur goudbruin is (pas op: de karamel is heet!).  Haal de halve peren goed door de karamel en verdeel over de borden.', 'Schep in de holte van elke peer een ½ el crème fraîche en besprenkel met de karamel uit de pan. Serveer warm.'];https://static.ah.nl/static/recepten/img_113533_1224x900_JPG.jpg
Schnitzel met krieltjes en kerriebloemkool;635 kcal ;57 gram;29 gram;30 gram;25 min;['oven', 'hollands', 'hoofdgerecht', '5 ingrediënten'];['Verwarm de oven voor op 200 °C. Maak de bloemkool schoon, snijd in roosjes en doe in een ruime ovenschaal. Bestrooi de bloemkoolroosjes met de kerriepoeder. Besprenkel de roosjes met 2 el olie (per 4 personen) en rooster de bloemkool ca. 20 min. in de oven.', 'Verhit 1 el olie (per 4 personen) in een koekenpan en bak de krieltjes in 12 min. goudbruin en gaar. Schep regelmatig om. Verhit de rest van de olie in een koekenpan. Bak de varkensschnitzels in 6 min. gaar. Keer halverwege.'];https://static.ah.nl/static/recepten/img_113559_1224x900_JPG.jpg
Gebakken hertenbiefstuk met perenchutney;300 kcal ;15 gram;26 gram;15 gram;25 min;['glutenvrij', 'hoofdgerecht', 'herfst', 'winter', 'bakken'];['Schil de peren en snijd ze in kwarten. Verwijder het klokhuis en snijd het vruchtvlees in kleine blokjes. Doe in een (steel)pan. Boen de citroen schoon en rasp de gele schil boven de pan. Pers de vrucht uit en voeg het sap samen met de suiker, kruidnagels en steranijs toe aan de pan.', 'Schil de gember, snijd zo fijn mogelijk en voeg toe. Breng het geheel aan de kook en zet het vuur laag. Laat 10 min. zachtjes koken, zet het vuur uit en laat 1 uur afkoelen. Verwijder daarna eventueel de kruidnagels en steranijs.', 'Laat ondertussen de hertenbiefstukken op kamertemperatuur komen.  Verhit 3/5 van de Campina Bakken & Braden in een koekenpan met antiaanbaklaag. Leg, als de boter niet meer bruist, de biefstukken in de pan. Bak de biefstukken 3 min. aan een zijde. Keer ze om, voeg dan de rest van de Campina Bakken & Braden toe en bak nog 1-2 min.', ' Neem het vlees uit de pan en laat op een warm bord onder een deksel 5 min. rusten. Serveer met de perenchutney.'];https://static.ah.nl/static/recepten/img_113532_1224x900_JPG.jpg
Geroosterde tomaten-pompoensoep;375 kcal ;27 gram;9 gram;25 gram;25 min;['zonder vlees/vis', 'oven', 'soep', 'hoofdgerecht', 'wat eten we vandaag', 'herfst', 'winter', 'maaltijdsoep'];['Verwarm de oven voor op 180 °C. ', 'Snijd de ui en tomaten in parten. Meng in een kom de ui, tomaat, pompoenblokjes, het venkelzaad en de helft van de olie en verdeel over een met bakpapier beklede bakplaat. Rooster in ca. 15 min. in het midden van de oven gaar.', 'Haal de blaadjes van de takjes basilicum en doe in een hoge beker. Voeg de rest van de olie toe en pureer met de staafmixer. Doe in een kom en meng met de ricotta. Breng op smaak met het citroensap, peper en eventueel zout.', 'Haal de groenten uit de oven en doe in een soeppan. Voeg de basis voor tomatensoep en het water toe en breng aan de kook. Haal de pan van het vuur en pureer de soep met de staafmixer. Breng op smaak met peper en eventueel zout. Verdeel over de kommen. Verdeel de ricotta-basilicumcrème erover. '];https://static.ah.nl/static/recepten/img_113540_1224x900_JPG.jpg
Spicy pompoensmoothie;100 kcal ;18 gram;1 gram;2 gram;5 min;['glutenvrij', 'lactosevrij', 'veganistisch', 'ontbijt', 'drankje zonder alcohol', 'halloween', 'herfst', 'winter', 'keukenmachine'];['Doe de pompoenblokjes, mangostukjes, koekkruiden en amandeldrink in de blender (of in een hoge beker, als je een staafmixer gebruikt).', 'Pureer tot een gladde smoothie. Schenk in hoge glazen en serveer direct of neem mee in een (thermos)beker.'];https://static.ah.nl/static/recepten/img_113561_1224x900_JPG.jpg
Hummus met pittige kruidenolie;310 kcal ;12 gram;6 gram;25 gram;15 min;['veganistisch', 'lactosevrij', 'glutenvrij', 'midden oosters', 'saus/dressing', 'borrelhapje', 'bijgerecht', 'borrel', 'keukenmachine'];['Doe de kikkererwten in een zeef, spoel af en laat uitlekken. Doe samen met de tahin en kno\x8dflook in de kom van de keukenmachine en pureer kort. Voeg het citroensap toe en voeg, terwijl de machine draait, 50 ml olie (bij 4 pers.) in een dun straaltje toe.', 'Doe de rest van de olie met de peterselie, muntblaadjes en kappertjes inclusief inmaakvocht in een hoge beker. Pureer met de staafmixer tot een gladde kruidenolie.', 'Snijd het steeltje van de rode peper. Halveer de peper in de lengte en verwijder met een scherp mesje de zaadlijsten. Snijd het vruchtvlees f\x8dijn en meng door de kruidenolie. Doe de hummus in een schaaltje en besprenkel met de peperkruidenolie.'];https://static.ah.nl/static/recepten/img_113543_1224x900_JPG.jpg
Romige knolselderijsoep met champignons;280 kcal ;12 gram;8 gram;21 gram;25 min;['vegetarisch', 'soep', 'voorgerecht', 'herfst', 'winter', 'bakken'];['Schil de knolselderij en snijd in stukken van 2 cm. Verhit 1 el olie in een pan met dikke bodem en bak de knolselderij 5 min. Roer regelmatig. Voeg de basis voor soep en het water toe en breng aan de kook. Laat met de deksel op de pan 15 min. op laag vuur koken.', 'Snijd ondertussen de champignons in plakjes. Verhit 1 el olie in een koekenpan en bak de champignons op middelhoog vuur in 8 min. goudbruin en gaar.', 'Doe ondertussen de pijnboompitten en rucola met de rest van de olie in een hoge beker en pureer met de staafmixer.', 'Voeg de slagroom toe aan de soep en verwarm 3 min. Neem de soep van het vuur, pureer met de staafmixer en breng op smaak met peper. Verdeel over de kommen en garneer met de rucola-olie en champignons. Serveer direct.'];https://static.ah.nl/static/recepten/img_115309_1224x900_JPG.jpg
Visragout uit de oven met prei en volkorencrumble;435 kcal ;53 gram;22 gram;13 gram;20 min;['slank', 'oven', 'frans', 'hoofdgerecht', 'herfst', 'winter', '5 ingrediënten'];['Verwarm de oven voor op 200 °C. Rooster het brood licht in de oven gedurende 10 min. terwijl hij opwarmt.', 'Smelt de boter op laag vuur en voeg de bloem toe. Laat al roerend op laag vuur 3 min. garen. Voeg al roerend met een garde de melk toe. Breng aan de kook en laat op laag vuur 2 min. zachtjes koken. Breng op smaak met peper en eventueel zout. Roer de zeevruchten erdoor.', 'Maal het geroosterde brood f\x9dijn in de keukenmachine. Verdeel de helft van de prei over de bodem van de ovenschaal en schep de ragout erop. Dek af met de rest van de prei. Bestrooi met de broodkruimels. Laat in ca. 30 min. in de oven goudbruin en gaar worden.'];https://static.ah.nl/static/recepten/img_113569_1224x900_JPG.jpg
Zoete-aardappelschotel met kabeljauw;360 kcal ;30 gram;33 gram;11 gram;25 min;['glutenvrij', 'slank', 'oven', 'hoofdgerecht', 'herfst'];['Verwarm de oven voor op 180 °C.', 'Schil de aardappelen en snijd of schaaf in dunne plakjes van 2-3 mm. Snijd de courgette in dunne plakjes. Snijd de gele paprika’s in vieren, verwijder de zaadlijsten en snijd het vruchtvlees in smalle reepjes.', 'Snijd de mozzarella in plakjes. Meng de chimichurri en de olie voorzichtig met de vis in een kom.', 'Maak een laagje van de helft van de aardappelplakjes op de bodem van de ovenschaal. Leg hierop de vis, de courgette en de paprika. Dek af met de rest van de aardappelschij\x83fjes en daarop de mozzarella.', 'Laat in ca. 45 min. gaar worden in de oven.'];https://static.ah.nl/static/recepten/img_113572_1224x900_JPG.jpg
Oventosti met vegagehackt en geitenkaas;335 kcal ;37 gram;22 gram;12 gram;5 min;['vegetarisch', 'slank', 'oven', 'brood/sandwiches', 'lunch'];['Verwarm de oven voor op 200 °C.', ' Meng de harissa met het vegagehackt. Halveer het brood overdwars en beleg met het vegagehackt, de paprikareepjes en kaas. Leg beide helften 10 min. los van elkaar in de oven. ', ' Snijd de peterselie f\x98ijn. Bestrooi het brood met de peterselie. Leg de bovenkant op het brood en snijd in 6 stukken.'];https://static.ah.nl/static/recepten/img_113553_1224x900_JPG.jpg
Verse tagliatelle met polpettes in tomatensaus;717 kcal ;84 gram;33 gram;25 gram;10 min;['snel', 'pasta', 'hoofdgerecht', 'wat eten we vandaag', 'bakken'];['Kook de pasta volgens de aanwijzingen op de verpakking.', ' Verhit ondertussen de olie in een koekenpan, wok of hapjespan en bak hierin de gehaktballetjes 1 min. Voeg de groente toe en roerbak 3 min. Voeg de saus toe en warm 2 min. mee.', 'Rasp de kaas. Serveer de pasta met de saus en bestrooi met de kaas en de blaadjes basilicum.'];https://static.ah.nl/static/recepten/img_113568_1224x900_JPG.jpg
Unicornfudge;140 kcal ;20 gram;2 gram;6 gram;25 min;['glutenvrij', 'amerikaans', 'engels', 'gebak', 'verjaardag', 'traktatie', 'valentijnsdag'];['Doe de gecondenseerde melk, boter en basterdsuiker in een pan met antiaanbaklaag. Breng al roerend met een spatel op middelhoog vuur aan de kook totdat het mengsel goed bubbelt. Kook nog 3 min. en blijf roeren, dat is erg belangrijk.', 'Bekleed de bakvorm of ovenschaal met bakpapier. Neem de pan van het vuur en laat 5 min. staan. Voeg de kleurstof toe en roer het mengsel nog 7 min. door. Het wordt steeds dikker. Boen de limoen schoon, rasp de groene schil en voeg toe.', 'Stort het mengsel in de vorm of schaal en strijk glad. Bestrooi de bovenkant met de unicornmix. Laat minimaal 3 uur opstijven in de koelkast.'];https://static.ah.nl/static/recepten/img_113567_1224x900_JPG.jpg
Hamburgercupcakes;300 kcal ;40 gram;3 gram;14 gram;30 min;['oven', 'amerikaans', 'gebak', 'traktatie', 'verjaardag', 'kinderrecepten'];['Verwarm de oven voor op 200 °C. Bestrijk de holtes van de mufinvorm met wat boter, bestuif met wat meel en schud overtollig meel eruit. Knip 12 passende cirkels uit het bakpapier voor op de bodem van de mufinvormholtes en leg deze in de holletjes.', 'Klop de boter (op kamertemperatuur), de kristalsuiker en vanillesuiker met een mixer in 5 min. licht en luchtig. Klop een voor een de eieren (op kamertemperatuur) erdoor.  Zeef het bakmeel erboven en spatel er zo luchtig mogelijk door. Roer de melk (op kamertemperatuur) erdoor. Verdeel het beslag gelijkmatig over de holtes van de muffinvorm. Bestrooi met het sesamzaad.', 'Bak de cupcakes in de oven in ca. 15 min. goudbruin en gaar. Neem uit de oven en laat in de muffinvorm 5 min. afkoelen op een rooster. Neem de cupcakes uit de vorm en laat helemaal akoelen. In totaal duurt dit ca. 1 uur.', 'Halveer de cupcakes overlangs. Verdeel de helft van de jam als ‘ketchup’ over de onderste helften. Snijd de groene rolfondant in 12 plakjes, maak er balletjes van en rol deze uit tot dunne ‘blaadjes sla’ en leg op de jam. Halveer de Oreo-koekjes overlangs en leg als ‘hamburger’ op de fondant. Halveer het kokosbrood en leg als ‘kaas’ op de koekjes. Leg steeds 2 fruitgums als ‘groente’ op de kaas en verdeel de rest van de jam erover. Leg de bovenkanten van de cupcakes erop en steek er eventueel een prikker of vlaggetje in.'];https://static.ah.nl/static/recepten/img_113541_1224x900_JPG.jpg
Basisrecept letterkoekjes;30 kcal ;unknown;unknown;unknown;25 min;['vooraf te maken', 'oven', 'gebak', 'kindergerecht', 'verjaardag', 'traktatie', 'valentijn', 'moederdag', 'kinderrecepten'];['Doe de boter, suiker en bloem in de keukenmachine en meng tot deegkruimels. Neem de kruimels uit de kom en kneed kort tot een samenhangende deegbal. Verpak in vershoudfolie en laat het deeg 60 min. in de koelkast rusten.', 'Verwarm de oven voor op 175 °C. Bestuif het werkblad met wat bloem en rol het deeg met de deegroller in delen uit tot een lap van 3-4 mm dik. Steek met de uitsteekvormpjes letters uit het deeg.', 'Kneed het overgebleven deeg tot een bal en leg in folie ingepakt terug in de koelkast. Leg de koekjes met een paar centimeter ertussen op een met bakpapier beklede bakplaat. Bak in ca. 8 min. gaar in de oven. Laat afkoelen. Herhaal met de rest van het deeg.'];https://static.ah.nl/static/recepten/img_113587_1224x900_JPG.jpg
Dubbele chocoletterkoekjes met pindakaas;30 kcal ;unknown;unknown;unknown;40 min;['oven', 'gebak', 'kindergerecht', 'verjaardag', 'traktatie', 'kinderrecepten'];['Doe de boter, suiker, bloem en het cacaopoeder in de keukenmachine en meng tot deegkruimels. Neem de kruimels uit de kom en kneed kort tot een samenhangende deegbal. Verpak in vershoudfolie en laat het deeg 60 min. in de koelkast rusten.', 'Verwarm de oven voor op 175 °C. Bestuif het werkblad met wat bloem en rol het deeg met de deegroller in delen uit tot een lap van 3-4 mm dik. Steek met de uitsteekvormpjes letters uit het deeg. Zorg dat je van elk vormpje dat je wilt gebruiken een even aantal hebt.', 'Kneed het overgebleven deeg tot een bal en leg in folie ingepakt terug in de koelkast.', 'Leg de koekjes met een paar centimeter ertussen op een met bakpapier beklede bakplaat. Bak in ca. 8 min. gaar in de oven. Laat afkoelen. Herhaal met de rest van het deeg.', 'Bestrijk een gebakken letterkoekje met een ½ tl pindakaas. Duw er een koekje van dezelfde vorm tegenaan.  Herhaal met de rest van de koekjes.'];https://static.ah.nl/static/recepten/img_113527_1224x900_JPG.jpg
